"","ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENTREZID","SYMBOL","GENENAME"
"15","ENSG00000003987",2733.71148852002,0.657726400573967,0.214603224994109,3.0648486321304,0.00217780187709526,0.0066634964658332,"9108","MTMR7","myotubularin related protein 7"
"16","ENSG00000003989",28223.5189975689,-2.161137375399,0.154415592285987,-13.9955903636754,1.6584674252857e-44,8.54840866913771e-43,"6542","SLC7A2","solute carrier family 7 member 2"
"17","ENSG00000004399",49775.9669663505,0.669050496836778,0.112188239945712,5.96364197495686,2.46676922878596e-09,1.80624589810278e-08,"23129","PLXND1","plexin D1"
"18","ENSG00000004660",15732.0376595451,-1.41813688170409,0.169054690026545,-8.38862785458016,4.91848963936385e-17,6.89306550133808e-16,"84254","CAMKK1","calcium/calmodulin dependent protein kinase kinase 1"
"19","ENSG00000004700",134137.316381968,0.69797161194998,0.100565231120061,6.94048633087411,3.90752387610797e-12,3.76090568721584e-11,"5965","RECQL","RecQ like helicase"
"20","ENSG00000004766",17084.3362584609,-0.589029090401284,0.128209051696226,-4.59428630512693,4.34232854332996e-06,2.11830676052742e-05,"55610","VPS50","VPS50 subunit of EARP/GARPII complex"
"21","ENSG00000004777",13873.6557502861,-0.702947380251246,0.180644879281403,-3.89132192978587,9.96995457917633e-05,0.000394062034018035,"115703","ARHGAP33","Rho GTPase activating protein 33"
"22","ENSG00000004799",177.332418799067,2.62783522158501,1.11744327407814,2.35164977278414,0.0186903635318901,0.0448705600367939,"5166","PDK4","pyruvate dehydrogenase kinase 4"
"23","ENSG00000004848",20378.9376544878,-3.09759128165915,0.275922314058586,-11.2263166979726,3.02841466117192e-29,8.37078325653775e-28,"170302","ARX","aristaless related homeobox"
"24","ENSG00000004864",39938.6980511482,0.744541558989951,0.141026548626908,5.27944253219774,1.29577510456046e-07,7.74300026935853e-07,"10165","SLC25A13","solute carrier family 25 member 13"
"25","ENSG00000005001",48.1969173716256,8.82242307177206,2.63729035200682,3.34526043560532,0.000822053405120266,0.00275069457248674,"64063","PRSS22","serine protease 22"
"26","ENSG00000005020",1098.32531677732,1.18472224728588,0.242256739134063,4.89035826834217,1.0065261050493e-06,5.35996406363321e-06,"8935","SKAP2","src kinase associated phosphoprotein 2"
"27","ENSG00000005073",45.3867930244106,8.73586328681973,2.45666060478694,3.55599111647633,0.000376556801430751,0.00134542616506843,"3207","HOXA11","homeobox A11"
"28","ENSG00000005102",947.745045026324,-1.85919897363417,0.550669799793945,-3.37625011273518,0.000734810873499105,0.00248540755830042,"4222","MEOX1","mesenchyme homeobox 1"
"29","ENSG00000005238",38438.4100667997,1.92295791557909,0.151720097375656,12.6743783377484,8.20062513384916e-37,3.14792614915507e-35,"80256","ATOSB","atos homolog B"
"30","ENSG00000005243",10151.9291421214,3.59177407495117,0.294640064212001,12.1903790801742,3.49790456991906e-34,1.22378129787713e-32,"51226","COPZ2","COPI coat complex subunit zeta 2"
"31","ENSG00000005249",15044.1421669034,-0.996999399991729,0.191876704787703,-5.19604191188728,2.03576380316771e-07,1.18474008513126e-06,"5577","PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta"
"32","ENSG00000005448",16598.0818988963,-0.704091079098772,0.181715239706878,-3.87469471594418,0.000106758451273714,0.000419584648082351,"84058","WDR54","WD repeat domain 54"
"33","ENSG00000005700",141182.083009824,0.632246475158647,0.119138025860837,5.30684028537758,1.1154182966681e-07,6.7191552005464e-07,"25998","IBTK","inhibitor of Bruton tyrosine kinase"
"34","ENSG00000005884",146832.539031964,7.06484398712862,0.218581914984669,32.3212649483108,3.51637516737182e-229,5.01190481464273e-226,"3675","ITGA3","integrin subunit alpha 3"
"35","ENSG00000005961",242.080953151172,-1.43786373734181,0.590499220816075,-2.43499684107063,0.0148919197082031,0.0368693385601023,"3674","ITGA2B","integrin subunit alpha 2b"
"36","ENSG00000006016",136612.94522454,-0.747956558912689,0.110064662485208,-6.79561034417574,1.07854927999072e-11,1.00104763580565e-10,"9244","CRLF1","cytokine receptor like factor 1"
"37","ENSG00000006025",7283.59091066109,0.718526289799143,0.149415919328873,4.8089005042202,1.51762715174877e-06,7.87945094846821e-06,"114881","OSBPL7","oxysterol binding protein like 7"
"38","ENSG00000006042",42219.8334435084,-0.611042084731742,0.113358351107454,-5.39035791154482,7.03174948417023e-08,4.34687557213027e-07,"26022","TMEM98","transmembrane protein 98"
"39","ENSG00000006047",910.491072934484,-2.39235146145147,0.493360852327263,-4.84909057977818,1.24028779588239e-06,6.5158837379193e-06,"51087","YBX2","Y-box binding protein 2"
"40","ENSG00000006059",100.250968272807,9.87905944074528,1.61640139241999,6.11176127852431,9.85375094980852e-10,7.55969257282057e-09,"3883","KRT33A","keratin 33A"
"41","ENSG00000006062",9291.25425293989,0.580730533149066,0.156629106703503,3.70767953269619,0.000209167120657866,0.000779372192476262,"9020","MAP3K14","mitogen-activated protein kinase kinase kinase 14"
"42","ENSG00000006116",2517.54306468789,-3.63250414659594,0.810207894092441,-4.48342230812859,7.3455354115701e-06,3.46576485121029e-05,"10368","CACNG3","calcium voltage-gated channel auxiliary subunit gamma 3"
"43","ENSG00000006118",94838.6320911277,0.919907816469421,0.160806862085898,5.72057563052275,1.06163757737828e-08,7.23246115162401e-08,"54972","TMEM132A","transmembrane protein 132A"
"44","ENSG00000006210",1404.65419782097,2.07991898238024,0.352891068944696,5.89394055395093,3.77092877238794e-09,2.70737159475299e-08,"6376","CX3CL1","C-X3-C motif chemokine ligand 1"
"45","ENSG00000006282",54362.6065375612,2.40671071145982,0.0950224099351084,25.327822280064,1.57768680500965e-141,7.95688136028098e-139,"64847","SPATA20","spermatogenesis associated 20"
"46","ENSG00000006283",10268.3836475065,-2.75673789910771,0.301089290972505,-9.15588159978579,5.3915755123072e-20,9.13419268446794e-19,"8913","CACNA1G","calcium voltage-gated channel subunit alpha1 G"
"47","ENSG00000006327",170709.27691121,2.03864740708781,0.140708423284294,14.4884532105716,1.43334291275175e-47,8.2146586303895e-46,"51330","TNFRSF12A","TNF receptor superfamily member 12A"
"48","ENSG00000006377",6591.54564899057,-0.954587828065877,0.281649498643353,-3.38927579372208,0.000700774899549518,0.00238109481312524,"1750","DLX6","distal-less homeobox 6"
"49","ENSG00000006453",5477.3550913357,2.43124276662084,0.252289558530727,9.63671576731042,5.59493842290521e-22,1.06019232011375e-20,"55971","BAIAP2L1","BAR/IMD domain containing adaptor protein 2 like 1"
"50","ENSG00000006459",14677.723342755,-1.3223462754281,0.152001130269538,-8.6995818589193,3.3310929335106e-18,5.00687246888328e-17,"80853","KDM7A","lysine demethylase 7A"
"51","ENSG00000006468",36970.9734447028,-1.5155135615429,0.262929184185686,-5.76396099290602,8.21624123838538e-09,5.67280581880265e-08,"2115","ETV1","ETS variant transcription factor 1"
"52","ENSG00000006534",2393.11184459727,4.54643041627952,0.393696221449071,11.5480671862828,7.54992473442209e-31,2.26442481833326e-29,"221","ALDH3B1","aldehyde dehydrogenase 3 family member B1"
"53","ENSG00000006638",1094.15755300706,1.44473809757536,0.324500089560616,4.45219629840962,8.49964084834395e-06,3.97142568828978e-05,"6915","TBXA2R","thromboxane A2 receptor"
"54","ENSG00000006652",106689.743109304,0.735833030087457,0.0871211931943155,8.4460853106804,3.01233599140222e-17,4.26567595983359e-16,"3475","IFRD1","interferon related developmental regulator 1"
"55","ENSG00000006704",45262.3671163516,-0.77829045078005,0.157129506553821,-4.95317822762631,7.30110445985903e-07,3.96528837645955e-06,"9569","GTF2IRD1","GTF2I repeat domain containing 1"
"56","ENSG00000006740",8562.48048440535,3.41434304460314,0.231419785073809,14.7538942857205,2.90412020324364e-49,1.76628698520841e-47,"9912","ARHGAP44","Rho GTPase activating protein 44"
"57","ENSG00000006756",9695.62045326787,2.94405591736693,0.208579929788681,14.1147612828792,3.08057329280182e-45,1.61838707827931e-43,"414","ARSD","arylsulfatase D"
"58","ENSG00000006837",1306.27156480821,0.913381316637506,0.304847558118862,2.99619036568229,0.00273375712411889,0.00817011815506113,"51265","CDKL3","cyclin dependent kinase like 3"
"59","ENSG00000007174",4705.95406166392,-1.39164057955821,0.214698294277061,-6.48184273770871,9.06090587415065e-11,7.77170634135025e-10,"1770","DNAH9","dynein axonemal heavy chain 9"
"60","ENSG00000007237",4824.83576316215,3.36252478732263,0.268457167510364,12.5253678957662,5.42392611124501e-36,2.04141384361462e-34,"8522","GAS7","growth arrest specific 7"
"61","ENSG00000007255",3474.67674122351,-0.920289539834647,0.223475374802146,-4.11808030593718,3.82041574358177e-05,0.000161060788202286,"79090","TRAPPC6A","trafficking protein particle complex subunit 6A"
"62","ENSG00000007312",85.3729011108526,-10.1163133069723,1.58013104395788,-6.40219894777407,1.53154914813268e-10,1.27583441824653e-09,"974","CD79B","CD79b molecule"
"63","ENSG00000007314",381.381776593083,-2.96988347983106,0.575389499765819,-5.16151838196525,2.44954832148791e-07,1.41052332821038e-06,"6329","SCN4A","sodium voltage-gated channel alpha subunit 4"
"64","ENSG00000007384",25645.9850991403,2.009922196145,0.20466253956478,9.82066479004484,9.17365607444987e-23,1.82815071995511e-21,"64285","RHBDF1","rhomboid 5 homolog 1"
"65","ENSG00000007866",40682.7829569542,2.15945299912799,0.097189511793167,22.2189921451978,2.25064074676688e-109,6.30602606500102e-107,"7005","TEAD3","TEA domain transcription factor 3"
"66","ENSG00000007968",56964.065424759,-1.92591519746833,0.208674226482737,-9.22929117759378,2.72428684905813e-20,4.69298851738433e-19,"1870","E2F2","E2F transcription factor 2"
"67","ENSG00000008056",10965.2371147674,-1.42143157932678,0.153474449011684,-9.26168224404939,2.0123629217151e-20,3.49043816400341e-19,"6853","SYN1","synapsin I"
"68","ENSG00000008083",47516.6583600637,-0.722412420667224,0.11811371148159,-6.11624519799991,9.5805876449247e-10,7.36736627201317e-09,"3720","JARID2","jumonji and AT-rich interaction domain containing 2"
"69","ENSG00000008118",12413.6682782182,-3.31041332415553,0.319253429847792,-10.369233388452,3.42259410330496e-25,7.7378951651409e-24,"57172","CAMK1G","calcium/calmodulin dependent protein kinase IG"
"70","ENSG00000008256",123138.235713709,1.92874078275571,0.224531280356683,8.59007608958437,8.69117494252995e-18,1.27535405982998e-16,"9265","CYTH3","cytohesin 3"
"71","ENSG00000008277",8805.43476072778,-1.64824078598908,0.177171293737785,-9.30309166466037,1.36420013391783e-20,2.4004942989852e-19,"53616","ADAM22","ADAM metallopeptidase domain 22"
"72","ENSG00000008283",51929.1586584102,1.47103568502012,0.142205050486521,10.3444686386828,4.43368961202139e-25,9.95515156584145e-24,"1534","CYB561","cytochrome b561"
"73","ENSG00000008294",256917.341073591,0.806965283203601,0.111454525959171,7.24030968019381,4.47661378941417e-13,4.65289642500239e-12,"9043","SPAG9","sperm associated antigen 9"
"74","ENSG00000008300",4347.49504343541,0.919032753091116,0.188375142746556,4.87873686353408,1.06767391298155e-06,5.66350909633677e-06,"1951","CELSR3","cadherin EGF LAG seven-pass G-type receptor 3"
"75","ENSG00000008311",19439.9443071627,-1.85853243990132,0.142562624449028,-13.0366037177284,7.57571789578682e-39,3.17579519257907e-37,"10157","AASS","aminoadipate-semialdehyde synthase"
"76","ENSG00000008323",359.975390384073,1.88629131622979,0.485727890250261,3.88343217281166,0.000102992271453198,0.000405853184610981,"55200","PLEKHG6","pleckstrin homology and RhoGEF domain containing G6"
"77","ENSG00000008382",7163.01754849928,-0.891619306651118,0.218651449127843,-4.07781110167626,4.54616778176604e-05,0.000189608743284802,"84954","MPND","MPN domain containing"
"78","ENSG00000008394",7898.3878217135,1.16053352389668,0.182247818231646,6.36788706255775,1.91649945262221e-10,1.57816340255869e-09,"4257","MGST1","microsomal glutathione S-transferase 1"
"79","ENSG00000008441",123410.293666552,0.852498048719765,0.110878485426982,7.68857948804835,1.48777574951462e-14,1.72462038969549e-13,"4784","NFIX","nuclear factor I X"
"80","ENSG00000008513",45689.4133227128,1.75192337164744,0.240446886129999,7.2861137852301,3.19023566956516e-13,3.35522315430494e-12,"6482","ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
"81","ENSG00000008517",24459.1183936403,5.1093938156502,0.271253465651982,18.8362342334293,3.81137381956861e-79,5.45608980581215e-77,"9235","IL32","interleukin 32"
"82","ENSG00000008710",144779.970612766,0.633513024698595,0.109173718101985,5.8027979234599,6.52173727591204e-09,4.56535535722717e-08,"5310","PKD1","polycystin 1, transient receptor potential channel interacting"
"83","ENSG00000008838",38285.4158590747,-0.627504581100784,0.111174720799643,-5.64430993473474,1.65845078976735e-08,1.10055331559015e-07,"9862","MED24","mediator complex subunit 24"
"84","ENSG00000008853",58825.801888966,-0.722430166284143,0.131151808468873,-5.50835077852246,3.62211092137464e-08,2.30742402301795e-07,"23221","RHOBTB2","Rho related BTB domain containing 2"
"85","ENSG00000008988",409711.746386079,-0.667268337902645,0.0925659300297475,-7.20857379910954,5.65409261719639e-13,5.83052734120579e-12,"6224","RPS20","ribosomal protein S20"
"86","ENSG00000009694",37866.8318294773,-2.41756957754726,0.245934656715614,-9.83012971751604,8.35111378243378e-23,1.66625813764908e-21,"10178","TENM1","teneurin transmembrane protein 1"
"87","ENSG00000009709",38547.6242600857,-2.70248569457193,0.212014400681198,-12.7467081759017,3.25189094887329e-37,1.27060177694832e-35,"5081","PAX7","paired box 7"
"88","ENSG00000009844",79851.1388241444,-0.689699575105019,0.0999141944711729,-6.90291883706283,5.09447402980969e-12,4.85344515097998e-11,"51534","VTA1","vesicle trafficking 1"
"89","ENSG00000009950",5992.31280909934,-2.70901507933863,0.291623044510768,-9.28944104497404,1.55100685019871e-20,2.71318604926436e-19,"51085","MLXIPL","MLX interacting protein like"
"90","ENSG00000010278",57678.11492001,4.65479398166305,0.247201363338871,18.8299688917254,4.29012706103711e-79,6.11473675282254e-77,"928","CD9","CD9 molecule"
"91","ENSG00000010292",150702.116462058,-0.789349523633342,0.160245807656434,-4.92586692393041,8.39871452029462e-07,4.52170568901787e-06,"9918","NCAPD2","non-SMC condensin I complex subunit D2"
"92","ENSG00000010295",24177.2675167429,0.937755951784338,0.109849691878001,8.53671899986581,1.38086826323488e-17,1.99416843195445e-16,"25900","IFFO1","intermediate filament family orphan 1"
"93","ENSG00000010310",512.993813589733,1.45799162278519,0.535497274717945,2.72268728828384,0.00647533184628245,0.0176600938922488,"2696","GIPR","gastric inhibitory polypeptide receptor"
"94","ENSG00000010361",18881.4555923975,-1.15318221763599,0.185466077019306,-6.21775278891543,5.04325275142283e-10,3.97996898645025e-09,"80199","FUZ","fuzzy planar cell polarity protein"
"95","ENSG00000010626",5817.4548939746,-0.645852511952724,0.207146025537668,-3.11786098852898,0.00182168704101754,0.00567127678809469,"10233","LRRC23","leucine rich repeat containing 23"
"96","ENSG00000010810",62782.0616045918,1.96469015955182,0.158279741035973,12.4127708744816,2.22806273139758e-35,8.08863260915566e-34,"2534","FYN","FYN proto-oncogene, Src family tyrosine kinase"
"97","ENSG00000010818",10182.4032892079,0.750694395671233,0.258800657674128,2.90066649141394,0.00372369964103843,0.0107759817825319,"3097","HIVEP2","HIVEP zinc finger 2"
"98","ENSG00000010932",1353.76400063918,-1.05374150875547,0.283961716633168,-3.71085765098656,0.000206558238489306,0.000770439432717764,"2326","FMO1","flavin containing dimethylaniline monoxygenase 1"
"99","ENSG00000011028",202545.839112021,2.43850465751415,0.142572623264434,17.1035967612897,1.39521725671558e-65,1.4116670404213e-63,"9902","MRC2","mannose receptor C type 2"
"100","ENSG00000011105",86873.8717428823,0.717400367201175,0.142086612734526,5.04903560859434,4.44045971807604e-07,2.48111727421116e-06,"10867","TSPAN9","tetraspanin 9"
"101","ENSG00000011198",17418.9754494891,1.20577873612851,0.174656062452843,6.90373250830655,5.06536409533791e-12,4.82711528410952e-11,"51099","ABHD5","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"
"102","ENSG00000011201",923.177939594881,2.69447961070577,0.337157172795751,7.99176119660392,1.3302452427463e-15,1.67852577165932e-14,"3730","ANOS1","anosmin 1"
"103","ENSG00000011258",23120.1252979604,-0.8066636102248,0.140885892097344,-5.72565214455568,1.03037155329529e-08,7.02676102769426e-08,"54799","MBTD1","mbt domain containing 1"
"104","ENSG00000011347",2159.09516184954,1.59099473661811,0.270099077307152,5.89041159444192,3.8523491520831e-09,2.7634072188969e-08,"9066","SYT7","synaptotagmin 7"
"105","ENSG00000011376",21987.919868228,-0.607743448654622,0.0948165545246643,-6.40967657706367,1.45828661422072e-10,1.22108689112091e-09,"23395","LARS2","leucyl-tRNA synthetase 2, mitochondrial"
"106","ENSG00000011405",69746.966121018,0.785797240562939,0.085290866464561,9.21314641456296,3.16702593903769e-20,5.4299918584484e-19,"5286","PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"
"107","ENSG00000011422",95480.2964722828,2.93545154838239,0.20451248473787,14.3534100235731,1.0142499509246e-46,5.64501560122415e-45,"5329","PLAUR","plasminogen activator, urokinase receptor"
"108","ENSG00000011478",11348.4183016559,0.751185105745136,0.144194080468879,5.20954191255627,1.89307441679406e-07,1.10601970292894e-06,"54814","QPCTL","glutaminyl-peptide cyclotransferase like"
"109","ENSG00000011638",4317.93514609619,0.842969064865495,0.218407974704811,3.85960753495751,0.00011356927316446,0.000444169400247833,"57146","LDAF1","lipid droplet assembly factor 1"
"110","ENSG00000012048",30835.5025775862,-0.773375799122492,0.17443532255792,-4.43359629105909,9.26740880411945e-06,4.30866820900076e-05,"672","BRCA1","BRCA1 DNA repair associated"
"111","ENSG00000012124",472.914025652978,5.9611072938571,1.75805072607697,3.39074817662351,0.000697021145744341,0.00236907695176682,"933","CD22","CD22 molecule"
"112","ENSG00000012171",5742.99620592864,3.45417864291241,0.189900771423782,18.1893871047215,6.26366596078581e-74,7.69046807215282e-72,"7869","SEMA3B","semaphorin 3B"
"113","ENSG00000012211",6808.17968126746,1.2558153805598,0.238179225750538,5.27256471089172,1.34530379052535e-07,8.02141667169917e-07,"4007","PRICKLE3","prickle planar cell polarity protein 3"
"114","ENSG00000012232",66288.1547391621,0.729364370265035,0.0860978753612953,8.47133993962545,2.42586151882263e-17,3.45308694355378e-16,"2137","EXTL3","exostosin like glycosyltransferase 3"
"115","ENSG00000012660",157206.488230698,0.596650188501348,0.0846984122410563,7.04440818563693,1.86251410147317e-12,1.84017291363753e-11,"60481","ELOVL5","ELOVL fatty acid elongase 5"
"116","ENSG00000012963",137502.68124972,-0.848979575368198,0.118744478033618,-7.14963415080103,8.7009480238249e-13,8.84739304524269e-12,"55148","UBR7","ubiquitin protein ligase E3 component n-recognin 7"
"117","ENSG00000013016",114390.319402763,4.94107553225901,0.154285254701363,32.0255849583489,4.8032888383457e-225,6.56089227911036e-222,"30845","EHD3","EH domain containing 3"
"118","ENSG00000013288",48595.8036718702,0.733633995656216,0.0909414920028126,8.06709874117226,7.19883273912604e-16,9.30935443211163e-15,"23324","MAN2B2","mannosidase alpha class 2B member 2"
"119","ENSG00000013293",28.1800945992728,8.04841983759843,2.02126092486342,3.98188068576168,6.83721022943817e-05,0.000276781212325811,"57709","SLC7A14","solute carrier family 7 member 14"
"120","ENSG00000013297",3498.21517105426,5.13741552365169,0.436075696802569,11.7810177483421,4.88990483870158e-32,1.55029845669551e-30,"5010","CLDN11","claudin 11"
"121","ENSG00000013364",90566.0416911667,4.25935266871674,0.197641994168607,21.5508484754668,5.19855844507635e-103,1.29105411323101e-100,"9961","MVP","major vault protein"
"122","ENSG00000013563",8694.48607210669,0.787287816931996,0.186487267570315,4.22167061156145,2.42498302309146e-05,0.000105853253612496,"1774","DNASE1L1","deoxyribonuclease 1 like 1"
"123","ENSG00000013583",23832.5238641145,0.65679539090227,0.115626065267749,5.68034023627253,1.34427065719255e-08,9.03771137901686e-08,"50865","HEBP1","heme binding protein 1"
"124","ENSG00000013588",46673.8401711259,6.7594160258795,0.520697379841942,12.9814673312382,1.55865596253028e-38,6.41907785975723e-37,"9052","GPRC5A","G protein-coupled receptor class C group 5 member A"
"125","ENSG00000013619",23086.2259413443,2.79679399072691,0.174322489690891,16.0437932918821,6.31749301786964e-58,5.07598176744614e-56,"10046","MAMLD1","mastermind like domain containing 1"
"126","ENSG00000013810",135464.063591151,-0.673589080449951,0.137451706610215,-4.90055087027849,9.55683074684091e-07,5.10330714355658e-06,"10460","TACC3","transforming acidic coiled-coil containing protein 3"
"127","ENSG00000014216",128677.645691755,1.68396014432876,0.136634591838919,12.3245520893714,6.68136897690897e-35,2.39114233407238e-33,"823","CAPN1","calpain 1"
"128","ENSG00000014257",7681.35040222423,-2.90976283746843,0.222212922752177,-13.0944807413993,3.54087584523486e-39,1.49391238041814e-37,"55","ACP3","acid phosphatase 3"
"129","ENSG00000014919",36051.9614842972,-0.621498354633433,0.127529862274947,-4.87335549138695,1.09718532133381e-06,5.80783613821489e-06,"1355","COX15","cytochrome c oxidase assembly homolog COX15"
"130","ENSG00000015413",719.076750339778,-3.29397576916341,0.435603854494327,-7.5618609320784,3.97343082924691e-14,4.45932932024554e-13,"1800","DPEP1","dipeptidase 1"
"131","ENSG00000015479",458056.245954827,-0.625547074730908,0.108555006085831,-5.76248942620213,8.28822370723799e-09,5.71528291061581e-08,"9782","MATR3","matrin 3"
"132","ENSG00000015532",24519.6886842476,1.86238603650974,0.141589265037261,13.1534409477981,1.62602895006126e-39,6.94068763553494e-38,"64132","XYLT2","xylosyltransferase 2"
"133","ENSG00000015568",39849.2591504255,-0.610843653136537,0.094356920621216,-6.47375570456238,9.55964184884173e-11,8.17168654729412e-10,"84220","RGPD5","RANBP2 like and GRIP domain containing 5"
"134","ENSG00000015592",347.036328011644,-1.6636050030868,0.658333993773302,-2.52699240631902,0.0115043990178473,0.0293812097696377,"81551","STMN4","stathmin 4"
"135","ENSG00000016082",6698.06126135559,-1.62505198815024,0.163736531584875,-9.92479792029718,3.24759895589326e-23,6.62906531582146e-22,"3670","ISL1","ISL LIM homeobox 1"
"136","ENSG00000016391",274.216006647185,1.54888373309279,0.587967382545527,2.63430213830418,0.00843104268170474,0.0223180265820127,"55349","CHDH","choline dehydrogenase"
"137","ENSG00000017427",12460.6088228917,-3.49002040767603,0.276837180593727,-12.6067618525484,1.93793009020539e-36,7.3614396543584e-35,"3479","IGF1","insulin like growth factor 1"
"138","ENSG00000017483",104527.930960255,-0.627953456399877,0.0990519703021725,-6.33963619788898,2.30308340817573e-10,1.87856880534503e-09,"92745","SLC38A5","solute carrier family 38 member 5"
"139","ENSG00000018408",203221.70470581,1.37378123872242,0.0782119360251513,17.5648540176865,4.57870576236354e-69,4.98668213627247e-67,"25937","WWTR1","WW domain containing transcription regulator 1"
"140","ENSG00000018510",78506.846660447,0.681055407512674,0.0958715501999356,7.10383222230541,1.21344155818822e-12,1.21797431599897e-11,"8540","AGPS","alkylglycerone phosphate synthase"
"141","ENSG00000018625",207.54363864232,4.04521346298932,1.06860405784685,3.78551198012488,0.000153392443778875,0.000586210199575551,"477","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2"
"142","ENSG00000019102",586.284717372436,-1.25534017539084,0.475163642379347,-2.64191125630911,0.00824396534512443,0.0218811166661703,"23584","VSIG2","V-set and immunoglobulin domain containing 2"
"143","ENSG00000019144",83943.9846699128,1.42931687397915,0.134578422246143,10.6206986983763,2.38767222596636e-26,5.7553434493845e-25,"23187","PHLDB1","pleckstrin homology like domain family B member 1"
"144","ENSG00000019549",13467.4960674877,2.17381306387447,0.168140208075831,12.9285736514259,3.1052623500923e-38,1.26142144189251e-36,"6591","SNAI2","snail family transcriptional repressor 2"
"145","ENSG00000019991",2619.4069995455,6.2626232219265,0.295543912490359,21.1901614523385,1.17693062206757e-99,2.6793152536541e-97,"3082","HGF","hepatocyte growth factor"
"146","ENSG00000020577",86583.8598706732,1.24699244289863,0.212317436669063,5.87324556316262,4.27344721108125e-09,3.04746892481326e-08,"23034","SAMD4A","sterile alpha motif domain containing 4A"
"147","ENSG00000020922",31367.2175937487,-0.794893226990929,0.162882343993289,-4.88016814777469,1.05995429493964e-06,5.6243803329089e-06,"4361","MRE11","MRE11 homolog, double strand break repair nuclease"
"148","ENSG00000021355",1543.37143403384,1.99103764379265,0.321145936247424,6.19979087095992,5.65382358623618e-10,4.4414964007667e-09,"1992","SERPINB1","serpin family B member 1"
"149","ENSG00000021574",46636.2012749337,-1.06122148390106,0.111137030847078,-9.54876584170465,1.31250469476121e-21,2.43914562945929e-20,"6683","SPAST","spastin"
"150","ENSG00000021645",587.929761029667,3.51977178426044,0.428891975662101,8.20666271227573,2.27421275968723e-16,3.04672017523772e-15,"9369","NRXN3","neurexin 3"
"151","ENSG00000021762",28081.3669880511,1.52114938292937,0.155061591850406,9.80996883094616,1.02000061616241e-22,2.02407144061962e-21,"114879","OSBPL5","oxysterol binding protein like 5"
"152","ENSG00000021852",70.1153445615183,-9.8315186788328,2.41855464453904,-4.06503888635793,4.80244541868188e-05,0.000199510538227385,"732","C8B","complement C8 beta chain"
